Symbol,Exchange
CLE5G.AS,AMS
^FIDCNUQP,SNP
^NQDMXNAT,NIM
SNCIX.SW,EBS
^OMXN40,STO
0ES8.Z,ZRH
DE000SL0BL16.SG,STU
MCXI2X.L,FSI
^RMIDVL40T,WCB
4N9X.DE,GER
^ICEUST2T,NYS
^SP500-601080,SNP
I1HB.DE,GER
^NQDMMEAMCT,NIM
^AMNAX,NYS
^IT30D,DJI
^HYRM-IV,ASE
Q0BR.Z,ZRH
^PFIG-IV,ASE
^NQEU60N,NIM
46J1.Z,ZRH
^SPDV5UT,SNP
DE000SL0LRZ2.SG,STU
DE000SL0EGV9.SG,STU
^NYSEOVCT,NYS
Q0A8.Z,ZRH
^NQUSS10102030T,NIM
^RIGS-TC,ASE
A550.Z,ZRH
DE000SL0FK05.SG,STU
DE000SL0GU51.SG,STU
^VWA,CXI
^SPES5DEN,SNP
^NQBR30LMT,NIM
KOSPI-14.KS,KSC
18QY.Z,ZRH
ECNEO.AS,AMS
4N5C.DE,GER
FHHU.Z,ZRH
08ZZ.Z,ZRH
100A.Z,ZRH
Q2C5.Z,ZRH
DE000SL0JTQ1.SG,STU
Q6VT.Z,ZRH
^RU1000DYTR,WCB
^NQUSM651020,NIM
DE000SL0J8B5.SG,STU
DE000SL0B5D5.SG,STU
^NQUSB10102020LMN,NIM
^NQCA15N,NIM
^RMCICBENTR,WCB
^NQUSB65101010,NIM
^NQSE15,NIM
DE000SL0JYG2.SG,STU
Q1W7.Z,ZRH
DE000SL0C903.SG,STU
Q2JC.DE,GER
^NQMEA5020,NIM
^SPWDDEKN,SNP
^DWX-NV,ASE
^TZA-TC,ASE
SDD15P.SW,EBS
SSACG.PA,PAR
DE000SL0KZD4.SG,STU
DE000SL0E2E7.SG,STU
DE000SL0MQW9.SG,STU
DE000SL0CFQ5.SG,STU
^BENJ-TC,ASE
^MEXX-IV,ASE
^NQBR20LMN,NIM
^NQCN60,NIM
DE000SL0EYZ3.SG,STU
Q7AH.Z,ZRH
^DJCISOT,DJI
DE000SL0KEB3.SG,STU
DE000SL0CHH0.SG,STU
DE000SL0KQC5.SG,STU
FHB2.Z,ZRH
^YOLO-TC,ASE
DE000SL0FT22.SG,STU
^NQDMASPA5010LMN,NIM
^NQNO60N,NIM
CSBTN.PA,PAR
^SPXN-TC,ASE
^DJC2IHGT,DJI
^MNCEFT,SNP
DE000SL0HU68.SG,STU
^DJDXNA,DJI
3DQN.Z,ZRH
2O83.Z,ZRH
O2UP.Z,ZRH
^NQEMASIA30LM,NIM
09LY.Z,ZRH
^CXKAX,GER
^NQEMASIASCN,NIM
DE000SL0EPM9.SG,STU
^CBTXS,WCB
^NQDMEU5010T,NIM
^NTSE-NV,ASE
^NQSG65N,NIM
^ETHT-NV,ASE
^NQDMASPA3020N,NIM
399551.SZ,SHZ
399608.SZ,SHZ
DE000SL0FGG7.SG,STU
DE000SL0M1G4.SG,STU
Q3S8.Z,ZRH
^NQNASC,NIM
^NQASIA65,NIM
^OSX,NIM
^NQUSS5020T,NIM
^BETZ-TC,ASE
DE000SL0HTY9.SG,STU
231X.Z,ZRH
DE000SL0LYB9.SG,STU
DE000A1A3769.SG,STU
^OALC-TC,ASE
0LRT.Z,ZRH
^ATMP-AD,ASE
^NQGB4520N,NIM
^NQDELMT,NIM
DE000SL0JES9.SG,STU
^TPYP-IV,ASE
^IIAKTM,SNP
^SGEBR2LP,SNP
^NQDMLCT,NIM
DE000SL0F708.SG,STU
17O9.Z,ZRH
DE000SL0AV49.SG,STU
^DWCOGS,DJI
2O7Z.Z,ZRH
FENGRRIN.FGI,FGI
^R1ICBIDM,WCB
^IWFG-TC,ASE
^HX151010GI,NIM
DE000SL0C713.SG,STU
XBANA_CFNPTLUS.IS,IST
^FUSI-TC,ASE
2O5T.Z,ZRH
09F3.Z,ZRH
^SPSDMUN,SNP
FN15.FGI,FGI
Q4K9.Z,ZRH
DE000SL0BHG4.SG,STU
SG15P.SW,EBS
DE000SL0DD14.SG,STU
Q5NQ.Z,ZRH
^XHYC-IV,ASE
DE000SL0MPR1.SG,STU
00ZB.Z,ZRH
0096.Z,ZRH
IGSTR.SW,EBS
0JT9.Z,ZRH
DE000SL0CAH5.SG,STU
^CEXX,NIM
652A.Z,ZRH
^DOG-TC,ASE
^NQDM3020LMT,NIM
NMX351010.FGI,FGI
DE000SL0CWC0.SG,STU
DE000SL0DG60.SG,STU
^RT2ICBHCTR,WCB
^FDN-EU,ASE
^GCAL-EU,ASE
^IFGL-NV,ASE
^R2ESCTR,WCB
RY251.SW,EBS
NX3K.Z,ZRH
^RURDRS6T,WCB
DE000SL0C879.SG,STU
^MFSG-EU,ASE
Q5KZ.Z,ZRH
8998.Z,ZRH
DE000SL0GEY3.SG,STU
^FDLO-TC,ASE
^THINR,NYS
SSS2D.PA,PAR
^IHAK-NV,ASE
^NQUSM5020T,NIM
^NQCH20T,NIM
IX0170.TW,TAI
CAPAD.PA,PAR
DE000SL0C382.SG,STU
^SPGPRCNP,SNP
DE000SL0D7J6.SG,STU
^XNDXL,NIM
^NYLCCHN,NYS
40FL.Z,ZRH
Q6C2.Z,ZRH
^NQUSB10101010T,NIM
DE000SL0E321.SG,STU
4BT0.Z,ZRH
^AXDJ,ASX
^NQEU45N,NIM
^NQSE50LM,NIM
^NQTR55LMGBPT,NIM
17ZR.Z,ZRH
SGSGG.PA,PAR
Q56W.Z,ZRH
TBMAN.AS,AMS
^DJTCHET,DJI
8B09.Z,ZRH
^TPHD-EU,ASE
^SPTPESEN,SNP
DE000SL0LRC1.SG,STU
DE000SL0GNX6.SG,STU
^NQUSM55102010T,NIM
S59EFT.SW,EBS
^NQTW10LM,NIM
^RMICICBHCR,WCB
^NYLTR,NYS
DE000SL0EEH3.SG,STU
^ASHS-TC,ASE
DE000SL0KYV9.SG,STU
DE000SL0EU95.SG,STU
DE000SL0ACT0.SG,STU
02WD.Z,ZRH
04EV.Z,ZRH
^NQDMEUXGB,NIM
^NQPEMCN,NIM
^NQTH30N,NIM
Q5RP.Z,ZRH
S71FBD.SW,EBS
DE000SL0BQQ4.SG,STU
^FLEE-NV,ASE
^NQVWEMN,NIM
^NQDMASPA50LM,NIM
DE000SL0GZ15.SG,STU
DWREN.AS,AMS
^SPVQXER,NYS
^MGOV-NV,ASE
^DTAN-NV,ASE
FQCAN.FGI,FGI
DE000HG8D5G1.SG,STU
^NQBRIC20N,NIM
^DJUSGS,DJI
^SPRO10,WCB
89ZX.Z,ZRH
SPI6000P.SW,EBS
Q1HM.Z,ZRH
^NKSC.OS,OSA
^SPBDAR4T,SNP
^PSE,NYS
^IXP-TC,ASE
^DBEU-EU,ASE
SBPFY.SW,EBS
399974.SZ,SHZ
^YLD-EU,ASE
^KNEDIV,SNP
^NQUSL50205015N,NIM
DE000SL0L4Z9.SG,STU
02WL.Z,ZRH
^SHYG-NV,ASE
^BKA.KW,KUW
^NQUSB35102040LMN,NIM
Q6SU.DE,GER
DE000SL0GWN8.SG,STU
^LTQDSXN,WCB
Q4UX.Z,ZRH
0J7F.Z,ZRH
^SP1500-601030,SNP
^NQZA20,NIM
^NQBR60LMN,NIM
^BGDV-EU,ASE
DE000SL0A8N9.SG,STU
NLUT.AS,AMS
^NQTW40LM,NIM
^GRPM-EU,ASE
^DEM-TC,ASE
DE000SL0FU86.SG,STU
^JHMB-EU,ASE
EZWTP.AS,AMS
DE000SL0KQQ5.SG,STU
^R3RGSUT,WCB
^TPIF-NV,ASE
FQE.FGI,FGI
^HX351010PI,NIM
Q3UX.Z,ZRH
DE000SL0L6T7.SG,STU
^FNCL-NV,ASE
^DEUS-TC,ASE
^NACEX,SNP
^SPBA16T,SNP
^R2ICBAPS,WCB
2J0L.Z,ZRH
^DJUSFE,DJI
^RT2PVALT,WCB
DE000SL0D3V0.SG,STU
DE000SL0DRF1.SG,STU
0ZK4.Z,ZRH
Q2SG.Z,ZRH
^EWN-IV,ASE
Q6TT.Z,ZRH
DE000SL0AUH7.SG,STU
89Z3.Z,ZRH
DE000SL0M068.SG,STU
^VT-NV,ASE
^DWCWAT,DJI
XIN0US1X.FGI,FGI
^IYH-TC,ASE
^NQFR10LMT,NIM
^WUGI-IV,ASE
^NQMEA3030LMT,NIM
0EZ3.Z,ZRH
^TFPN-NV,ASE
^DFUV-EU,ASE
^BKGDRT,SNP
^SPSESAET,SNP
DE000SL0LQ19.SG,STU
^WEBL-EU,ASE
DE000SL0JX97.SG,STU
Q1P.Z,ZRH
058H.Z,ZRH
EGSW.PA,PAR
^IXJ-IV,ASE
D1A5.DE,GER
^FIG-TC,ASE
S61Y.SW,EBS
SCVB.SA,SAO
^EPHE-NV,ASE
^NQEM50N,NIM
DE000SL0HMZ1.SG,STU
^NY-MN,NYS
^NYACFRN,NYS
3EFP.Z,ZRH
^NQMX45T,NIM
^SP500-55,SNP
^SWAN-NV,ASE
^R1ICBIMM,WCB
UENRG.AS,AMS
DE000SL0EL70.SG,STU
89OK.Z,ZRH
^NQUSM4030T,NIM
06ZV.Z,ZRH
DE000SL0CZL4.SG,STU
SBO1P.PA,PAR
^SP1500-30201030,SNP
^NQDMASIA45T,NIM
^SPE350NTR,SNP
^SPDLEEEP,SNP
^VIEQX,FGI
Q4W7.Z,ZRH
0Y5S.Z,ZRH
^NQLA20,NIM
^XHYD-IV,ASE
89Y4.Z,ZRH
^R25ICBCDTR,WCB
^SPDLEMEN,SNP
IPCSMALLCAP.MX,MEX
^DISV-IV,ASE
^IEO-IV,ASE
^SPDGPAUP,SNP
^NQFFUSLV,NIM
^NQG3020T,NIM
94ME.Z,ZRH
Q8CU.Z,ZRH
^USDU-TC,ASE
SMMLD.PA,PAR
Q7C3.Z,ZRH
DE000SL0LD48.SG,STU
DE000SL0GHY6.SG,STU
DE000SL0G508.SG,STU
^SPCCTNUT,SNP
^RALIIEUT,SNP
^NQIT40T,NIM
DE000SL0BWZ3.SG,STU
^IIAKTQ,SNP
^CHAU-EU,ASE
XULAS_CFNPTLUS.IS,IST
^SPEUD2ET,SNP
08JG.Z,ZRH
^NQEU4510N,NIM
SFA13D.SW,EBS
^NQDE40N,NIM
^NQGRMC,NIM
^NQSG35LMN,NIM
DE000SL0ECT2.SG,STU
^NQDM50,NIM
^SP5NCEUN,NYS
DE000SL0FVG6.SG,STU
^NQAU40T,NIM
^NQUSB40301010T,NIM
I2NE.DE,GER
^BKLAT,SNP
DE000SL0M3P1.SG,STU
DE000SL0GXU1.SG,STU
^NQKRLC,NIM
O2U5.Z,ZRH
^DWBM,NIM
^DJAUS,DJI
^SPGPRCCP,SNP
DE000SL0LJ26.SG,STU
DE000SL0MQR9.SG,STU
^SHRT-TC,ASE
DFMMI.AE,DFM
^NQIL60,NIM
0JTR.Z,ZRH
^NSCOPJN,NIM
AW08.FGI,FGI
^FIDUSCDP,NYS
^NQUSL20101020T,NIM
SFA15Y.SW,EBS
^SPGSDPET,SNP
^SPPREFN,SNP
DE000SL0CQD0.SG,STU
DE000SL0EGM8.SG,STU
DE000SL0K8E6.SG,STU
281A.Z,ZRH
Q7N8.Z,ZRH
^FMCX-NV,ASE
DE000SL0K2N0.SG,STU
^SPDV-EU,ASE
DE000SL0H9A7.SG,STU
^NDXT2D,NIM
FN22.FGI,FGI
^SPDLERUT,SNP
^KYX,NIM
^AXJT,ASX
^SPCEPAEP,NYS
SDD13D.SW,EBS
932082.SS,SHH
DE000SL0HGL3.SG,STU
^R2ICBMRIT,WCB
08Y6.Z,ZRH
^SPLV5UT,SNP
Q2A0.Z,ZRH
^BDE40P,WCB
DE000SL0CG12.SG,STU
^NQUSB20102015LMN,NIM
2O8R.Z,ZRH
ORF4.Z,ZRH
^DWATLSC,NIM
^R1ICBRE,WCB
SD13D.SW,EBS
^SP600-401010,SNP
LC3WG.PA,PAR
^NQASPA55LM,NIM
Q698.Z,ZRH
DAREN.AS,AMS
^NQCHSCN,NIM
DE000SL0D794.SG,STU
DE000SL0EU04.SG,STU
^RMIDVL10T,WCB
DE000SL0N5J8.SG,STU
Q8CH.Z,ZRH
^NQBR55LMT,NIM
SSSAF.FGI,FGI
DE000SL0JCB9.SG,STU
^ICEFSTS,NYS
^NYMCAT,NYS
^NQIN65LM,NIM
ST115Y.SW,EBS
^GPRF-IV,ASE
4N9U.DE,GER
^SJB-TC,ASE
^PFAITN,SNP
^HAPI-TC,ASE
SSSCAR.FGI,FGI
000808.SS,SHH
^SP500-25201010,SNP
^DWCFDR,DJI
^NBCM-TC,ASE
00Y8.Z,ZRH
PIQM.Z,ZRH
^NQEMMEA4520N,NIM
94MJ.Z,ZRH
^NQEM20LMT,NIM
^NCXHKD,NIM
09IF.Z,ZRH
Q7AF.Z,ZRH
SSTEL2B.FGI,FGI
DE000SL0H9S9.SG,STU
0KKS.Z,ZRH
^GHDRIP,SNP
^SPEHDFCN,SNP
^DBEU-IV,ASE
FRJPNUH.FGI,FGI
^N4520PI,NIM
DE000SL0M3A3.SG,STU
DE000SL0BH12.SG,STU
^SP50CTUN,SNP
082I.Z,ZRH
H30060.SS,SHH
SML14Y.SW,EBS
DE000SL0DMZ0.SG,STU
^NQGB30N,NIM
^NFCFAT,NIM
^NQUSB65102030,NIM
DE000SL0N1R0.SG,STU
ST77D.SW,EBS
^AYMVB,ASX
^BWEB-NV,ASE
^NQUSS10102030N,NIM
^NQHK,NIM
DE000SL0B467.SG,STU
FDEBRN.FGI,FGI
DE000SL0JL67.SG,STU
SSAAPL.FGI,FGI
SF57D.SW,EBS
DE000SL0GZ07.SG,STU
DE000SL0A4A5.SG,STU
^SP500-45203010,SNP
^HDV-TC,ASE
DE000SL0FT06.SG,STU
08JW.Z,ZRH
^NYA-MN,NYS
^NQUSS402020T,NIM
^NQUSS451030,NIM
^NQG40N,NIM
^NQUSB651030T,NIM
^SCHD-TC,ASE
DE000SL0GMR0.SG,STU
06JV.Z,ZRH
Q2J8.Z,ZRH
^MFLX-EU,ASE
Q4WQ.Z,ZRH
DE000SL0HD44.SG,STU
DE000SL0B681.SG,STU
^BKDET,SNP
DE000SL0MBL4.SG,STU
^NQDMEU5510,NIM
^NQMEA4520,NIM
DE000SL0BJB1.SG,STU
DE000SL0LS17.SG,STU
^EASG-IV,ASE
DE000SL0MWV9.SG,STU
DE000SL0GZG5.SG,STU
^USG-TC,ASE
SBPGY.SW,EBS
A8KP.Z,ZRH
46WN.Z,ZRH
1OEJ.Z,ZRH
^NQTH40LMT,NIM
^NQUSM5020,NIM
^SPE5LVUN,SNP
^CPQITR,NIM
^NQBRIC55T,NIM
Q3G7.Z,ZRH
^SPUSSOUP,NYS
34K7.Z,ZRH
^SP500-201060,SNP
NZRSG.NZ,NZE
DE000SL0E651.SG,STU
Q5NM.Z,ZRH
Q5KL.Z,ZRH
^NQUSS5520N,NIM
^TNA-NV,ASE
^FEIG-IV,ASE
INDAN.MC,MCE
^NQNAATT,NIM
^BKM50.KW,KUW
DE000A3CLJ05.SG,STU
DE000SL0JWB7.SG,STU
DE000SL0MQE7.SG,STU
DE000SL0L0P8.SG,STU
^NQEMMEA5510T,NIM
^R3ICBCD,WCB
CANG.AS,AMS
^PRAY-NV,ASE
^NQAULCT,NIM
^NYFSSECT,NYS
931772.SS,SHH
^NQJP50,NIM
^NYSMCES,NYS
SFG14T.SW,EBS
DE000SL0GR72.SG,STU
XULAS.IS,IST
^INDS-EU,ASE
^NYSLMJPT,NYS
^PUTY,WCB
^NVBW-EU,ASE
01SV.Z,ZRH
Q09Q.Z,ZRH
^NQEMMEA55T,NIM
^DJBNALN,DJI
EB4520.FGI,FGI
R1XMSVC.FGI,FGI
^NQUSL55201000T,NIM
SFF55D.SW,EBS
DE000SL0GV68.SG,STU
^TCHI,TAI
OUS8.Z,ZRH
Q6TU.Z,ZRH
Q4RV.Z,ZRH
^SP600-203020,SNP
399809.SZ,SHZ
^NQEUROZ55LMN,NIM
605.TA,TLV
^SPMCWHP,SNP
DE000SL0HTB7.SG,STU
DE000SL0JYJ6.SG,STU
^RT200VNR,WCB
Q4N9.Z,ZRH
^SPBRQBT,SNP
DE000SL0F6Z2.SG,STU
FSTHF.FGI,FGI
^FLSP-TC,ASE
^IDOG-EU,ASE
^PHO-EU,ASE
^SPUDIGUT,SNP
^FAN-EU,ASE
^DJGSDCH,DJI
2OO6.Z,ZRH
DE000SL0B7S9.SG,STU
ESBTG.PA,PAR
^IIULBB,SNP
DE000SL0G540.SG,STU
^NLCSD,NIM
Q3F4.Z,ZRH
^NQFRMCN,NIM
DE000SL0BAQ8.SG,STU
DE000SL0GNV0.SG,STU
DE000SL0L7Q1.SG,STU
Q4MN.Z,ZRH
^PZA-IV,ASE
^NQEMASIA3020N,NIM
^DJCIAMCT,DJI
KRX100EW.KS,KSC
Q4VM.Z,ZRH
^SCHG-EU,ASE
^NY2LNVDA,NYS
EBSEG.PA,PAR
^SPGCSRUP,SNP
DE000SL0F9M4.SG,STU
08RK.Z,ZRH
^R2ICBTHE,WCB
^DJTBAKT,DJI
DE000SL0GND8.SG,STU
DE000SL0AZE3.SG,STU
^R1ICBCMA,WCB
^SPXFPE,SNP
SDNP0D.SW,EBS
4UOZ.Z,ZRH
NESTFT.SW,EBS
Q1G6.Z,ZRH
^DJCIIA,DJI
^NYLCGBT,NYS
0ZU3.Z,ZRH
^SPEZVSEP,SNP
DE000SL0CH11.SG,STU
DE000SL0D2L3.SG,STU
^NQIN65LMN,NIM
^NQMEA3030LMN,NIM
^ALTY-EU,ASE
FGING.AS,AMS
^SPGSBO,SNP
^CGUI-TC,ASE
^IAUM-IV,ASE
DE000SL0BBQ6.SG,STU
399313.SZ,SHZ
^EDGI-TC,ASE
H11046.SS,SHH
^NQEMEA50,NIM
^LDRI-NV,ASE
0EQV.Z,ZRH
05WR.Z,ZRH
SSMOU.FGI,FGI
^ELTINTRU,SNP
BRAVE.VI,VIE
^NQDMXUSXKRSCN,NIM
3F7D.Z,ZRH
DE000SL0HN83.SG,STU
DE000SL0CC32.SG,STU
^AVMV-TC,ASE
^SP400-502010,SNP
^GGRW-EU,ASE
DE000SL0B1R4.SG,STU
^DRBTR,NIM
^STXT-TC,ASE
DE000SL0N5N0.SG,STU
^NQUSB50206015,NIM
DE000SL0KS59.SG,STU
^RMCGDFTR,WCB
^SPGMRCEP,SNP
^BKLTL,SNP
02LH.Z,ZRH
GBNIE_CFCPTLER.IS,IST
^SP5HPEUT,SNP
^NQG50LM,NIM
^FLAO-TC,ASE
^IJT-IV,ASE
^RZV-NV,ASE
^SPEAEVEP,SNP
^SP600-20106015,SNP
^SPGSDAUP,SNP
^XC-EU,ASE
INTECO.BO,BSE
DE000SL0AT43.SG,STU
DE000SL0GKT0.SG,STU
^NQLA55LM,NIM
^IEUR-NV,ASE
^SPCXPANT,SNP
DE000SL0BY86.SG,STU
DE000SL0FHP6.SG,STU
09FN.Z,ZRH
ZSG3D.PA,PAR
^JHCP-EU,ASE
^NQPH35N,NIM
DE000SL0A8Q2.SG,STU
Q25H.Z,ZRH
^NYMIFI,NYS
Q7QQ.Z,ZRH
^BNDC-EU,ASE
^NQGB10N,NIM
^SPGSCTP,SNP
A3QK.DE,GER
XKURY_CFNNTLER.IS,IST
^NQGB65T,NIM
^NQUSL201030,NIM
^NOMXNENSEK,STO
^DYLG-NV,ASE
^ICAP-NV,ASE
DE000SL0M6K5.SG,STU
FRN4N.PA,PAR
^DWCATO,DJI
^NQG3010N,NIM
ITLMS6010.FGI,FGI
^NQUSS50202010T,NIM
^INDS-TC,ASE
^PCEF-EU,ASE
^GSSC-NV,ASE
^LRND-EU,ASE
^NYSMINLN,NYS
DE000SL0B0F1.SG,STU
049C.Z,ZRH
^GBLD-TC,ASE
^GOOY-NV,ASE
^NUSA-TC,ASE
^SPDG-TC,ASE
714.TA,TLV
7SJ2.Z,ZRH
^NQUSB302010N,NIM
^FXB-DP,ASE
^SP4HBI,SNP
02CE.Z,ZRH
DE000SL0AG97.SG,STU
^VXXIDSTR,SNP
Q3FV.Z,ZRH
^CMDT-NV,ASE
SBF34T.SW,EBS
^NQFR20LMT,NIM
Q3TT.Z,ZRH
^IXM,NYS
0N70.Z,ZRH
BELMG.BR,BRU
^SCHD-NV,ASE
^RSSL-IV,ASE
DE000SL0BST4.SG,STU
^NQG30,NIM
^CMBS-NV,ASE
^SPSITNTR,SNP
^STM5020,SNP
^XHE-IV,ASE
^NQFRMCT,NIM
^SPHQ-IV,ASE
94M9.Z,ZRH
Q8J4.Z,ZRH
DE000SL0K0G8.SG,STU
^NQUSM35102010T,NIM
^SPBTCFU,SNP
^PDN-NV,ASE
DE000SL0KFK1.SG,STU
BGLISI.VI,VIE
^DJTCGST,DJI
^NQTR40,NIM
DE000SL0L3L1.SG,STU
Q00T.Z,ZRH
DE000SL0BRR0.SG,STU
^NQSSOGT,NIM
DE000SL0DCM9.SG,STU
^NQDE35LM,NIM
^SP1500-50102010,SNP
Q00W.Z,ZRH
^RMIDVL55,WCB
DE000SL0FCQ5.SG,STU
DE000SL0E8T2.SG,STU
DE000SL0DGQ1.SG,STU
^FWD-EU,ASE
07AX.Z,ZRH
DE000HG8D508.SG,STU
DE000SL0ES24.SG,STU
^FESM-EU,ASE
^MART-EU,ASE
^NQIN35,NIM
^PBTP-NV,ASE
^NQID40T,NIM
DE000SL0B5A1.SG,STU
DE000SL0F6T5.SG,STU
^R1EWTTR,WCB
^EVNT-IV,ASE
SDNM5P.SW,EBS
Q4KK.Z,ZRH
^XCCC-NV,ASE
DE000SL0EHG8.SG,STU
^DFVX-EU,ASE
R1GR50.FGI,FGI
^KDEF-EU,ASE
231H.Z,ZRH
Q8D2.Z,ZRH
^NQDMEU30,NIM
^NQEUROZ3030,NIM
Q5V7.Z,ZRH
Q2AY.Z,ZRH
DE000SL0DSK9.SG,STU
S74L.Z,ZRH
^NQBRIC65LM,NIM
^NQATSCT,NIM
CH121335806.Z,ZRH
^UPW-NV,ASE
^DWMFRS,DJI
^EWW-EU,ASE
^BRZU-NV,ASE
Q4TG.Z,ZRH
^DJIMID,DJI
TECLP.AS,AMS
^NQGB50LMT,NIM
C6RIP.PA,PAR
^NQFR40LMN,NIM
DE000SL0DP85.SG,STU
SP-INGENIUS.SN,SGO
PTIN.LS,LIS
Q3T8.Z,ZRH
KTLU.VI,VIE
DE000SL0A1H6.SG,STU
MCXESG.FGI,FGI
^ENFR-TC,ASE
WICHE.FGI,FGI
^NQLA55LMT,NIM
^SPMCKWP,SNP
DE000SL0HXX3.SG,STU
Q160.Z,ZRH
MHY24.SW,EBS
XIN0N.FGI,FGI
H30057.SS,SHH
CANNT.AS,AMS
XIN4502050.FGI,FGI
Q258.Z,ZRH
^NQUSB50204000LMN,NIM
^NTUIGCB,NYS
^SPGSNETRE,SNP
DE000A1A4ZT2.SG,STU
^NQCH35,NIM
^NDXDP15C,NIM
^QREA.QA,DOH
DE000SL0LWG2.SG,STU
09EI.Z,ZRH
^SP500-30101030,SNP
^CX151010GI,NIM
^NQZA20N,NIM
Q6EW.Z,ZRH
^MILK-IV,ASE
^DJSKC2,DJI
^CGUS-NV,ASE
^NQDMXUS,NIM
^QUSOI,NIM
S71FCT.SW,EBS
^NGXESG,NIM
^NDET.OS,OSA
DE000SL0BJA3.SG,STU
D1AJ.DE,GER
Q5ML.Z,ZRH
^KOOL-EU,ASE
^AXAT,ASX
^SPCBMICQWU25USD,SNP
DE000SL0K781.SG,STU
DE000SL0LXM8.SG,STU
^SPBDC05T,SNP
^EFU-IV,ASE
^IQHI-IV,ASE
^INFO-EU,ASE
UUTIG.AS,AMS
^NYACCHT,NYS
399321.SZ,SHZ
BECG.BR,BRU
^DUSB-EU,ASE
DE000SL0MVV1.SG,STU
^DJGSDC,DJI
^NQSE30LMT,NIM
^XLC-NV,ASE
DE000SL0HMX6.SG,STU
04D9.Z,ZRH
^NQUSM3030T,NIM
^NQNDDMT,STO
DE000SL0GUU7.SG,STU
^BMADVVCX,NYS
Q7GV.Z,ZRH
DE000SL0KMW2.SG,STU
^SHRY-NV,ASE
^NQEM3010LMT,NIM
^TFSI.SR,SAU
DE000SL0BWC2.SG,STU
Q8J6.Z,ZRH
^NQES60LMT,NIM
^FDVV-NV,ASE
08RX.Z,ZRH
^PTL-TC,ASE
DE000SL0MQ26.SG,STU
^SP9VUCUT,NYS
000937.SS,SHH
399628.SZ,SHZ
E3X401010.FGI,FGI
DE000SL0JB51.SG,STU
^BKDE,SNP
DE000SL0JLV8.SG,STU
DE000SL0FNS8.SG,STU
^SPGSSFP,SNP
SD105D.SW,EBS
SSKED.PA,PAR
^MLCXCTER,NYS
^CVIE-NV,ASE
^FIXP-TC,ASE
FHHJ.Z,ZRH
^DWCPPD,DJI
^SHRT-EU,ASE
^SP1500-452020,SNP
^FLTR-IV,ASE
Q4U4.Z,ZRH
^ALTY-IV,ASE
Q1VA.Z,ZRH
01ES.Z,ZRH
^NQMY15T,NIM
AAF7.Z,ZRH
^NYSMCJPT,NYS
DE000SL0B4X6.SG,STU
DE000SL0AN07.SG,STU
^HTEC-NV,ASE
DE000SL0E024.SG,STU
DE000SL0BTG9.SG,STU
^USSG-EU,ASE
^SGC3MWHP,SNP
^NQTR50LMEURT,NIM
^UBR-IV,ASE
^DJCIAMC,DJI
^NQDMEU3030T,NIM
^NQEMEU50LMJPY,NIM
^R25ICBCD,WCB
^NQUSM35102010EUR,NIM
^NQEU4010,NIM
ORFS.Z,ZRH
^HEDJ-TC,ASE
HELMSI.AT,ATH
^NQEMEA4050N,NIM
^SPXEHAEP,SNP
DE000SL0DXA0.SG,STU
^FNISEURPI,NIM
^NTDMXULN,FGI
^SP900,SNP
PABTG.PA,PAR
^NQUSB45201015N,NIM
^BND-EU,ASE
^SPVIX2MT,NYS
DE000SL0B9G0.SG,STU
DE000SL0LT24.SG,STU
^FNMR,FGI
^EBCIENTR,SNP
SBI7LP.SW,EBS
DE000SL0LK64.SG,STU
^FUSI-IV,ASE
2318.Z,ZRH
^NQJPLCT,NIM
DE000SL0B1F9.SG,STU
DE000SL0KHR2.SG,STU
O3CE.Z,ZRH
^LT50LGN,NYS
^SPGSSIP,SNP
^IBUYGROG,NYS
TTECN.AS,AMS
DE000SL0LFP8.SG,STU
^NQEM5010T,NIM
^NQJP20LM,NIM
DE000SL0LWL2.SG,STU
Q3ZF.Z,ZRH
^HX3020GI,NIM
Q5D5.Z,ZRH
Q12E.Z,ZRH
0EWI.Z,ZRH
^ITDH-TC,ASE
^GLDPRO03,WCB
^BNDD-TC,ASE
DE000SL0LQE9.SG,STU
^SPVXSP,NYS
^NYSCDE,NYS
000941.SS,SHH
^SPGCLAU,SNP
^KLIP-EU,ASE
DE000SL0D331.SG,STU
DE000SL0LRX7.SG,STU
ISEHC.NX,ENX
^NQDXASPAXJP,NIM
DE000SL0ATU2.SG,STU
^SPDSEEEN,SNP
^NQUSB151010LMN,NIM
20OD.Z,ZRH
DE000SL0KHK7.SG,STU
^PBE-IV,ASE
^BEDZ-EU,ASE
Q16C.Z,ZRH
DE000SL0KMB6.SG,STU
^NQUSS40501010,NIM
^NQUSB20102010LMN,NIM
^DFNM-EU,ASE
0399.Z,ZRH
DE000SL0EY00.SG,STU
NX39.Z,ZRH
89Q5.Z,ZRH
SAB15D.SW,EBS
DE000SL0JM25.SG,STU
Q5M2.Z,ZRH
^FCA-IV,ASE
^DMCY-EU,ASE
^FFLV-IV,ASE
SFF10D.SW,EBS
^NQG3020N,NIM
0GWZ.Z,ZRH
^CCOR-NV,ASE
^LSAF-IV,ASE
Q4RX.Z,ZRH
^QDF-EU,ASE
^NYTMPT,NYS
^GOVT-EU,ASE
^DJUSGL,DJI
931477.SS,SHH
^OMRXMM,STO
S71FFT.SW,EBS
^LSVD-TC,ASE
Q7K2.Z,ZRH
049G.Z,ZRH
