Symbol
EUXINR=X
EURSCR=X
GNFBRX=X
CZKAMD=X
OMRBRX=X
SGDTRY=X
GBPHNL=X
CADPKR=X
GBPGEL=X
AUDPLN=X
BRLNGN=X
MYRDKX=X
SEKEUR=X
SGDGHS=X
CADMYX=X
CNYUSD=X
EURHNL=X
CADVND=X
JPYSLE=X
THBISX=X
CHFGBP=X
GBPCAX=X
INRCHF=X
JPYUAH=X
GTQ=X
ZMWZAR=X
GBPMAD=X
KRWCAD=X
SGDAMD=X
CADTTD=X
TTD=X
HKDOMR=X
XOFGBP=X
GBPSRD=X
CHFMYR=X
JPYAOA=X
KRWIDR=X
VNDAED=X
AUDIDR=X
SEKCAD=X
SGDDKX=X
SGDROX=X
AUDNGN=X
BRX=X
CADBSD=X
PHPNZD=X
AUDXPF=X
JPYGBP=X
HKDNZD=X
VNDSGD=X
AUDRUB=X
AUXPHP=X
HKDCAD=X
HUFCZX=X
AEDGBP=X
GBPLYD=X
SEKGBP=X
AUDCZX=X
BRLINR=X
GBPTMT=X
AUDXCU=X
BDTBRX=X
RSDEUR=X
AEDBRX=X
JPYGTQ=X
INRKRW=X
NOKHUX=X
CADSLL=X
AEDINR=X
KYDGBP=X
CADTOP=X
JPYCOP=X
AEDMYX=X
GBPILS=X
PKRZAR=X
AUDRSD=X
HUFPLX=X
AUDKES=X
GBPKHR=X
EUXTHB=X
GBP=X
CNYAMD=X
UAHUSD=X
AUDOMR=X
TRYHUX=X
CNYZAR=X
AUDEUR=X
UMRPLN.SW
SGDTHX=X
GBPUGX=X
QARPKR=X
CZKHUX=X
PHPCNY=X
XDRDZD=X
KRWSGD=X
UMRISK.SW
XDRPHP=X
MYREUR=X
JPYDKX=X
ISKDKX=X
INRROX=X
NZDINR=X
CNYXDR=X
AWGUSD=X
OMRTHX=X
PLNAUD=X
CADSOS=X
BWPBRX=X
DKK=X
PHPVND=X
AUDSEK=X
GBPPYG=X
CADHUF=X
DKKHUF=X
EURMKD=X
IDRCAD=X
MDLROX=X
ZAR=X
CNYKRW=X
UMRTRY.SW
KRWEUR=X
CADBAM=X
SDG=X
SEKSAR=X
CLFUSD=X
SEKQAR=X
INRCZX=X
PGKGBP=X
IDRZAR=X
CADTMT=X
MXNCZX=X
JPYTOP=X
BRLISX=X
IDRPHP=X
ILSROX=X
JPYQAR=X
AUDSYP=X
EURMAD=X
JMDUSD=X
JPYKMF=X
KRWAUD=X
BWPEUR=X
OMRXDR=X
USYSGD=X
LKRBRX=X
AUDBWP=X
CADSYP=X
CHFUAH=X
JPYTMT=X
JPYANG=X
CADXCU=X
UMRCNH.SW
CHFCDF=X
AUDBMD=X
UGXZAR=X
XCUIDR=X
PKRVND=X
CNYISX=X
UGXAUD=X
LSL=X
UMRJPY.SW
JPYBGN=X
ILSPLN=X
JPYSHP=X
GIPUSD=X
MXNGBP=X
CADDOP=X
CHFBOB=X
NOKCNH=X
EURLRD=X
TRYBAM=X
UAHGBP=X
GBPDZD=X
EURLBP=X
PHPGBP=X
XDRILS=X
PHPHKD=X
SEKNOK=X
HUFGBP=X
ISKEUR=X
THBNOK=X
ARSBRX=X
HKDROX=X
AEDUSD=X
OMRINR=X
PHPSGD=X
GBPIDR=X
HUFUSD=X
EUXHKD=X
EURSDG=X
CHFMKD=X
UMRCZK.SW
EURILS=X
GBPROX=X
PGKTHX=X
EURTOP=X
KRWPLX=X
KRWXDR=X
GBPGBP=X
DKKANG=X
THBSGD=X
THBHUX=X
BWPCNY=X
KHRTHX=X
PLNRSD=X
IRRJPY=X
ZARXDR=X
EURCNY=X
GIP=X
USD=X
VNDTHX=X
UGXCNY=X
HKDKRW=X
GBPIQD=X
BRLRUB=X
OMRQAR=X
LAKUSD=X
ANGSRD=X
NZDCZK=X
ZARRUB=X
CHFCLP=X
XDRQAR=X
GBPUZS=X
ZMWJPY=X
PLNSEK=X
OMRAUD=X
DKKISK=X
GBPXCU=X
ISKCZX=X
GBPGHS=X
TWDBRL=X
IDRTHB=X
AFNUSD=X
NADEUR=X
AUXTWI=X
MYRJPY=X
SVC=X
UMRTHB.SW
NZDBRX=X
CHFNGN=X
GBPALL=X
RUBBRL=X
CHFLKR=X
NOKJPY=X
CADTJS=X
KRWJPY=X
ERNBRX=X
UMRCNY.SW
ARSGBP=X
NZDISX=X
JPYHUX=X
COPJPY=X
EURBIF=X
AUDTWD=X
AUDGTQ=X
BGNRSD=X
GBPMRU=X
SEKSGD=X
GMD=X
SEKCHF=X
EGPROX=X
BDTCAD=X
COPBRX=X
XCUILS=X
QAREUR=X
GHSEUR=X
MYRSGD=X
CADCDF=X
XDRUSD=X
JPYMXX=X
EURCAD=X
XCUCHF=X
JPYAFN=X
JPYILS=X
XCUMXN=X
JPYMWK=X
KRWROX=X
VNDMYR=X
EURVUV=X
PKRBRX=X
KHRUSD=X
KRWCHF=X
CADETB=X
EURAUD=X
HKD=X
PENCAX=X
AEDSAR=X
CADZAR=X
GBPMWK=X
PLX=X
SEKHUX=X
EURSTN=X
GYD=X
BHDHKD=X
EUXRON=X
GMDBRX=X
HKDCZX=X
BTXUSD=X
HUFTHX=X
IDRBRX=X
BRLAUD=X
UMRDKK.SW
KRWBWP=X
NZDSGD=X
SBDBRX=X
EUXCHF=X
EURAZN=X
THBAUD=X
NZDCNY=X
CADLKR=X
JPYPAB=X
RONUSD=X
CADSTN=X
EUXMXN=X
VNDJPY=X
DKKRSD=X
PHPTWD=X
AFN=X
PENXDR=X
ETBGBP=X
JPYSLL=X
BMD=X
GBPBTX=X
INRCAX=X
EURDKK=X
JPYYER=X
EURZAC=X
MWK=X
BRLHKD=X
BAM=X
PKRQAR=X
JPYAMD=X
BWPUSD=X
DKKCAD=X
NZDTND=X
SEKPLX=X
AEDXDR=X
XDROMR=X
CHFXOF=X
HKDPLX=X
SARHKD=X
NZDHUF=X
INRISX=X
RSDBAM=X
CADCOP=X
EURSLL=X
HUFCZK=X
JPYSAR=X
RUBCAX=X
CNYPLN=X
JPYHUF=X
JPYMZN=X
QARAED=X
AUDCNY=X
CHFBZD=X
GBPLAK=X
BYNAMD=X
CADPHP=X
DKKAUD=X
EURYER=X
CHFPLX=X
ARSJPY=X
CLPPLX=X
SGDCAX=X
UMRZAR.SW
INRUSD=X
JPYSBD=X
CADFJD=X
SARJPY=X
IDRCHF=X
XCDGBP=X
RWF=X
CADKES=X
INRMYR=X
JPYIQD=X
MADBRX=X
CHFGMD=X
AUDKRW=X
PHPTHB=X
NOKMOP=X
JPYMVR=X
TRYHUF=X
AWGBRX=X
AUDPHP=X
CNYGHS=X
EURETB=X
XDRINR=X
CADQAR=X
TRYPLN=X
SGDOMR=X
KRWBRL=X
MYRIDR=X
AUDUYU=X
GBPAWG=X
MYRNZD=X
MYRCHF=X
DKKBAM=X
PKRCHF=X
UMRSGD.SW
AUDAED=X
CHFSCR=X
BDTCHF=X
CHFHUF=X
AEDAMD=X
RUBAUD=X
DKKJPY=X
THBGBP=X
SARXDR=X
AUDNOK=X
LKRAED=X
BIF=X
CLPBRL=X
DKKHKD=X
AUXMYR=X
SGDHUX=X
EURKES=X
ZARPHP=X
JODTHX=X
ZARZAC=X
CADVES=X
AEDMUR=X
JPYHTG=X
GBPUSY=X
CHFNZD=X
CVEUSD=X
CADKPW=X
CNH=X
HKDGBP=X
JPYLKR=X
RUBRSD=X
CHFTRY=X
AUDISX=X
EUXAUD=X
HUX=X
LKRSGD=X
CADBZD=X
EGPZAR=X
PLN=X
PLNHUX=X
CADKGS=X
TJSAMD=X
PAB=X
PHPIDR=X
AUDPYG=X
SZL=X
KRWGHS=X
XDRCHF=X
GHSJPY=X
CLFCLP=X
SGDARS=X
DKKQAR=X
ZARJPY=X
GBPBYN=X
EURIDR=X
MZNUSD=X
CNYLKR=X
LSLUSD=X
NOKTHX=X
JPYCLF=X
CADBDT=X
UMRSEK.SW
CHFKRW=X
GBPCLP=X
CHFSEK=X
CADIDR=X
CHFUGX=X
DKKROX=X
NOKBTX=X
JODUSD=X
MXNTHX=X
JPYMXN=X
BSD=X
THBMYX=X
TRYCZK=X
AUDBAM=X
XOF=X
PHPBRX=X
PLNINR=X
EURLAK=X
SARTHX=X
CHFRWF=X
CHFGYD=X
MYRXDR=X
BBDUSD=X
JPYCAX=X
KWDPKR=X
NOKLKR=X
CHFAZN=X
BDTEUR=X
ZMW=X
MADEUR=X
OMRCAD=X
OMRKES=X
OMRSGD=X
JPYGMD=X
USYAUD=X
IDRMYX=X
EURISX=X
THBTWD=X
UMRMXN.SW
INRNZD=X
AEDNZD=X
SEKCZX=X
EURXDR=X
GBPDKK=X
CADKHR=X
CADBIF=X
KRWSEK=X
UGXUSD=X
CHFBYN=X
EURMVR=X
AEDKRW=X
CHFAMD=X
CNYTWD=X
GBPAFN=X
EURSYP=X
CADCLP=X
CADPAB=X
CADLSL=X
GBPKGS=X
BHDBRX=X
MVR=X
NZDTHX=X
JPYGEL=X
ROX=X
EURBRX=X
TRYUSD=X
TWDCAX=X
INRHKD=X
UZSAMD=X
VNDEUR=X
CADEUR=X
KRW=X
JPYTND=X
CHFPLN=X
EUXPHP=X
WSTBRX=X
XOFBRX=X
KRWCAX=X
EURJMD=X
AEDCHF=X
JPYAUD=X
MXNPLX=X
CHFALL=X
DZDBRX=X
GBPBZD=X
EUXMYR=X
CHFBRX=X
HUFBAM=X
XDRTTD=X
CHFANG=X
MXNSGD=X
LRDUSD=X
ZARHUX=X
BBDBRX=X
CHFMUR=X
HKDTHX=X
ZMWUSD=X
THBCHF=X
BRLNZD=X
JPYTTD=X
KRWAED=X
JPYBRL=X
NZDZAR=X
TRYROX=X
JPYCNY=X
GBPBDT=X
EURLYD=X
NOKHKD=X
ISKBRX=X
JPYOMR=X
LAK=X
MWKUSD=X
ZARBRL=X
JPYLRD=X
CHFYER=X
GBPGIP=X
ALL=X
XDRCNY=X
LKR=X
EURBAM=X
EUXCAD=X
LRDBRX=X
EUXKRW=X
EURXAF=X
ZARMXN=X
NZDAUD=X
XDRKWD=X
ETBBRX=X
CHFBBD=X
UMRBRL.SW
AUDBTX=X
CHFSYP=X
SGD=X
XCUGBP=X
IRRBRX=X
CADKMF=X
AUDMOP=X
ZARKRW=X
RONPLX=X
PHPTHX=X
VNDPKR=X
AUDJMD=X
SEKANG=X
EURPKR=X
XDRAED=X
GBPMXN=X
UZSBRX=X
THBXDR=X
BZD=X
SEKDKX=X
PLNILS=X
CADHNL=X
TNDBRX=X
TRYISX=X
XCUARS=X
UMRAUD.SW
AEDROX=X
CHFNOK=X
SZLBRX=X
THBEUR=X
GBPMYR=X
EUROMR=X
SGDCNH=X
EUXJPY=X
EURPLX=X
GBPZMW=X
SGDCZX=X
AEDSEK=X
SARUSD=X
UMRCAD.SW
ZARISX=X
XDRCZK=X
CHFTZS=X
EURPHP=X
THBSEK=X
MXNTWD=X
IDRJPY=X
JPYKZT=X
GBPJPY=X
CNYTHB=X
UMRIDR.SW
NOKUSD=X
RSDROX=X
DKKCZX=X
GBPMVR=X
AUDCRC=X
COPUSD=X
GBPBSD=X
AUDEGP=X
TZSUSD=X
CAX=X
CADCHF=X
CHFAED=X
DKKXCU=X
USYCHF=X
ILSHUX=X
CHFGNF=X
JPYALL=X
NOKEUR=X
CHFBHD=X
CADMGA=X
CHFMYX=X
CADMAD=X
MYRCNH=X
XCUBRL=X
ZARAED=X
TWDMXN=X
EURMWK=X
CHFNIO=X
GBPMOP=X
AUDSVC=X
BTX=X
DZDXDR=X
YERBRX=X
DKKEUR=X
EURBBD=X
AUXSGD=X
RSDBRX=X
XDRZAR=X
CNYJPY=X
BDTSGD=X
TRYZAR=X
UGXJPY=X
CHFLSL=X
KWD=X
MYRBRX=X
MOPBRX=X
MXNCHF=X
NZDCNH=X
EURBHD=X
BRLSGD=X
EURMRU=X
SRD=X
UMRKRW.SW
CHFIDR=X
LBPUSD=X
JPYVND=X
SEKZAR=X
JPYXAF=X
MURCHF=X
SCRBRX=X
UMRGBP.SW
INRTHX=X
SHP=X
EGPMYX=X
HKDDKK=X
JPYEGP=X
MXNEUR=X
MYRTHB=X
CHFKHR=X
DKKKRW=X
SGDNOK=X
EURMOP=X
HUFRSD=X
EURSZL=X
EURBSD=X
CADNIO=X
JPYMDL=X
SLE=X
NIOBRX=X
MXNUSD=X
XDRBND=X
ISKHUX=X
GBPETB=X
IQDTHX=X
GBPQAR=X
TWDUSD=X
PLNDKK=X
MURUSD=X
SARPKR=X
CADMOP=X
GBPTTD=X
KYDEUR=X
CADJOD=X
GBPPLN=X
AUDSCR=X
BBD=X
AEDMAD=X
CHFFKP=X
NADGBP=X
DKKOMR=X
BDTJPY=X
HKDMYX=X
OMRPKR=X
GBPBMD=X
MYRKRW=X
PLNXCU=X
SEKISK=X
GBPIRR=X
JPYXOF=X
IDRTHX=X
NGNEUR=X
RUBAMD=X
CADMRU=X
EGPEUR=X
TRYSGD=X
EURBGN=X
ZARLSL=X
RUBTHX=X
UMRARS.SW
GBPPAB=X
JPYNPR=X
GHSAUD=X
XCUAED=X
EURRSD=X
NOKAED=X
SEKBRX=X
NZDCAX=X
ZARPLN=X
NOKNZD=X
EURBND=X
SEKRSD=X
AUDPLX=X
KRWHUX=X
LRD=X
GBPTJS=X
FJD=X
TWDPKR=X
SGDPKR=X
AUDGHS=X
ILSHKD=X
AUDNZD=X
EURXCD=X
EUXGBP=X
GBPNOK=X
AUDFJD=X
THBCZX=X
HUFISX=X
XCUAUD=X
JPYUSD=X
CNYGBP=X
GHS=X
EURPLN=X
UAHHUX=X
PHPCAD=X
CHFDOP=X
CNYXCU=X
BHDGBP=X
XDRKRW=X
CADDJF=X
BRL=X
JPYISX=X
XDRPEN=X
IDRMYR=X
CHFHNL=X
EURFJD=X
CADBTX=X
CHFSGD=X
JPY=X
XDRBRL=X
DJFUSD=X
JPYCDF=X
GBPVES=X
USYHKD=X
XDRNZD=X
IDRROX=X
EUXSEK=X
NZDJPY=X
XCUSEK=X
UAHPLX=X
CADPEN=X
AUDBRL=X
CADBYN=X
FJDHKD=X
TWDBRX=X
TRYJPY=X
RSDGBP=X
SEKCZK=X
CNHSGD=X
CNYMMK=X
CHFVND=X
PLNJPY=X
IDRDKX=X
CDF=X
FKPBRX=X
NOKCZK=X
CHFMOP=X
EURXOF=X
MGAUSD=X
BRLDKK=X
CADCZX=X
GBPCZK=X
JPYBHD=X
SGDSAR=X
RUBCHF=X
SEKINR=X
EURHUX=X
THBKRW=X
MWKGBP=X
MYRRUB=X
JPYGNF=X
SGDMYX=X
BGNUSD=X
ZARSGD=X
XCUCAD=X
GBPFJD=X
CHFOMR=X
AUDXDR=X
MKDGBP=X
EURIQD=X
AUXTWD=X
AUDAWG=X
SEKIDR=X
GYDBRX=X
EURMMK=X
JPYSGD=X
ZARANG=X
TTDGBP=X
XDRXCU=X
LAKBRX=X
CADJPY=X
PHPHUX=X
EURUZS=X
PLNROX=X
BMDGBP=X
GHSCAD=X
ZMWCHF=X
CNHTWD=X
GBPKES=X
CHFHKD=X
PKRAUD=X
CUPBRX=X
SAREUR=X
IDRINR=X
AWG=X
EURLKR=X
ILSPLX=X
JPYTRY=X
KRWDKX=X
ZAREGP=X
TNDEUR=X
SYP=X
JPYEUR=X
PKRKWD=X
NGNUSD=X
EURXCU=X
MXX=X
MYRZAR=X
SGDTWD=X
EURPGK=X
CZKBRX=X
JPYVES=X
AUDTJS=X
CHFSOS=X
GBPSCR=X
HKDEUR=X
INR=X
KWDXDR=X
AUDCHF=X
PHPCZX=X
NZDXDR=X
BRLCHF=X
IQDBRX=X
MYRAUD=X
AUDERN=X
MYRGBP=X
RUBZAR=X
DKKPLX=X
GBPRSD=X
PKRSGD=X
CADUGX=X
KZTBRX=X
BGNEUR=X
AUDJPY=X
CADINR=X
IDRXCU=X
VESBRX=X
NOKBAM=X
LKRGBP=X
TRYRSD=X
GBPMNT=X
WST=X
CUP=X
CADGNF=X
GBPSHP=X
DKKIDR=X
SEKKPW=X
CHFDKX=X
CUPUSD=X
GBPSVC=X
CZX=X
CADLYD=X
SEKLKR=X
CHFAWG=X
JPYIRR=X
PLNCNY=X
SGDBTX=X
INRAED=X
SEKKRW=X
PYG=X
NZDCAD=X
MYRCAD=X
QARGBP=X
XPF=X
NZDHKD=X
IDRUSD=X
GHSBRX=X
BHDSGD=X
DJFBRX=X
TTDBRX=X
CVE=X
CNYBAM=X
GBPBRL=X
LKRDKK=X
CADUAH=X
INRPLN=X
AUDMYR=X
CADCVE=X
TWDCNY=X
BGNCZX=X
INRRUB=X
CADLRD=X
MZN=X
RUBXCU=X
GBPCVE=X
SOSBRX=X
ZARPLX=X
BRLCZX=X
MXNBRX=X
AOAUSD=X
CADAOA=X
EURCLP=X
SEKXCU=X
BRLCOP=X
CNYPLX=X
DKKBRL=X
GBPANG=X
EURKZT=X
AUDBZD=X
CZKDKK=X
AUXXDR=X
CADKYD=X
INRCNY=X
BHDCHF=X
EURDOP=X
NIO=X
JPYBRX=X
DZD=X
EURBRL=X
EURISK=X
ALLBRX=X
IDRBWP=X
CNYRUB=X
CNYNZD=X
CNHCNY=X
EURPYG=X
ILSCZX=X
CZKBAM=X
KRWUSD=X
PABUSD=X
NOKCZX=X
SCRUSD=X
GBPRUB=X
ZMWGBP=X
AUDTRY=X
INRBWP=X
HKDSEK=X
JPYUZS=X
BGNPLX=X
CLFGBP=X
BRLZAR=X
ZARCAX=X
KWDRSD=X
EURNPR=X
PLNCHF=X
EURERN=X
HKDDKX=X
GBPHKD=X
MYRSEK=X
PKRCAD=X
NOKPKR=X
PKREGP=X
SHPBRX=X
TTDUSD=X
PYGUSD=X
CADBGN=X
MYRTWD=X
EGPBRX=X
MOPHKD=X
CZKXDR=X
CHFLRD=X
UAH=X
XCUZAR=X
CNHINR=X
INRXDR=X
SVCUSD=X
SRDISX=X
CHF=X
KRWGBP=X
CNYEUR=X
GBPKZT=X
ERN=X
CHFAFN=X
CLPXDR=X
CADALL=X
CHFCZK=X
BWPZAR=X
CNYLAK=X
EURGTQ=X
BGN=X
LKRHKD=X
CRCGBP=X
PKRUSD=X
MURXDR=X
CHFPYG=X
UGXGBP=X
SGDAED=X
GBPVUV=X
SGDSEK=X
GBPTOP=X
MNTUSD=X
PHPROX=X
GBPKMF=X
GBPCRC=X
LYD=X
GBPTRY=X
NPR=X
RUBJPY=X
IDRGBP=X
ZARAOA=X
UMRHKD.SW
BWPCAD=X
SEKUSD=X
HUFDKK=X
TWDGBP=X
VNDPHP=X
JODBRX=X
AUDPGK=X
CNHPHP=X
EURSAR=X
PLNBRX=X
AEDQAR=X
SSPBRX=X
GBPKRW=X
KESOMR=X
EURKGS=X
INRPLX=X
CNYKHR=X
PKRGBP=X
HKDTWD=X
SEKMOP=X
ANG=X
GBPCDF=X
BMDBRX=X
CZKROX=X
MYRINR=X
CHFHTG=X
CADMKD=X
RONGBP=X
CHFMNT=X
DKKTHB=X
GBPBWP=X
XCUJPY=X
GBPKWD=X
BZDBRX=X
UYUUSD=X
BIFBRX=X
SLEUSD=X
THBCNY=X
SGDTHB=X
EURGYD=X
EURGIP=X
KYD=X
EUXPLN=X
UAHROX=X
JPYBAM=X
ZARNZD=X
ISX=X
CADRON=X
EUXISK=X
GBPMKD=X
SARLKR=X
XCURUB=X
BGNCHF=X
GBPBAM=X
CADUZS=X
SGDHUF=X
XDRBRX=X
MXNCAD=X
THBPHP=X
INROMR=X
CHFTHX=X
GBPCHF=X
KRWPHP=X
NZDSAR=X
AUDCLP=X
GBPKPW=X
XDRDKX=X
GBPTZS=X
AUDXCD=X
JPYPLN=X
HKDBDT=X
CNYTHX=X
CRCUSD=X
INRXCU=X
DKKGBP=X
SGDEUR=X
LKRCHF=X
UGXIDR=X
XCUMYR=X
EURPAB=X
LBP=X
MYX=X
AEDKWD=X
THBHKD=X
COPEUR=X
JPYMYR=X
SGDIDR=X
AEDTHX=X
JPYPLX=X
CADLAK=X
AUDDOP=X
HUFSEK=X
EURUGX=X
SGDBGN=X
KRWISX=X
SGDCNY=X
OMRGBP=X
TWDPHP=X
PLNXDR=X
HNLBRX=X
MYRROX=X
CADANG=X
CADTHB=X
NZDKRW=X
ZAC=X
DKKHUX=X
JPYKES=X
CHFGTQ=X
SGDRUB=X
TWDTHX=X
GBPAMD=X
DJFGBP=X
JPYKWD=X
CADNZD=X
GBPBND=X
XDRMYR=X
CADKRW=X
EURMYX=X
CADSGD=X
TWDMOP=X
AEDLKR=X
MDLBRX=X
AUDSAR=X
MADUSD=X
LKRCAD=X
DKKBTX=X
HKDAED=X
CHFCNH=X
JPYSDG=X
NOKBRX=X
CHFJMD=X
TRY=X
JPYPHP=X
MMKBRX=X
MYR=X
GBPCZX=X
ISK=X
EURAOA=X
GEL=X
ZARTHX=X
CADTWD=X
AUDLKR=X
EURAFN=X
HKDSGD=X
JPYAED=X
PHPAUD=X
TZSEUR=X
CHFUZS=X
KWDHKD=X
JPYXCU=X
CADSDG=X
BGNROX=X
KGSAMD=X
SEKHKD=X
PKRAED=X
EURVES=X
AEDHKD=X
TWDCNH=X
EURTWD=X
ZMWEUR=X
LKRSAR=X
HUF=X
BND=X
NOKSEK=X
NOKBRL=X
EURHUF=X
JPYUYU=X
CHFSLL=X
CNYROX=X
THBIDR=X
AUDGIP=X
BWPKRW=X
TWDNZD=X
EURNIO=X
CADYER=X
BHDQAR=X
TWDEUR=X
EURQAR=X
CAD=X
UAHBRX=X
EURSBD=X
HKDPHP=X
JPYERN=X
EUXNOK=X
AUDANG=X
NZDXCU=X
EURSHP=X
RONCZX=X
NOKRSD=X
EURMUR=X
GBPPGK=X
INRBRX=X
PGKHKD=X
VNDUSD=X
EURAWG=X
EURUAH=X
CADISK=X
RONSEK=X
BRLXCU=X
BRLHUX=X
AEDJPY=X
ARS=X
HUFROX=X
CHFBMD=X
XCUSGD=X
KRWMYR=X
